2	2	0	4	4	0	4	4	4	4	4	2	2	0	0	0	0	0	2	2	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	2	4	0	4	0	4	4	4	4	4	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
2	2	0	2	2	2	2	2	2	2	2	2	2	0	0	4	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	4	0	0	0	0	0	2
2	2	0	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	2	7	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	4	0	0	0	0	0	0	0	2	2	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
0	0	0	0	0	4	0	0	0	0	0	2	2	0	0	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	4	4	4	4	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2
4	0	4	0	0	0	0	4	0	0	0	2	2	0	4	4	4	4	4	0	5	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
0	0	0	0	0	0	0	4	0	0	0	2	2	0	0	4	4	4	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	2
0	0	0	0	0	0	0	4	0	0	0	2	2	0	0	4	4	0	0	0	0	0	0	2	2	2	2	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	4	4	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	3	3	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
0	0	0	4	4	4	4	4	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	3	3	3	3	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2
0	0	0	4	4	4	4	4	4	0	0	2	2	0	0	0	0	2	2	2	2	2	2	2	2	2	2	3	3	3	3	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	2
0	0	0	4	4	4	4	4	4	0	0	2	2	0	0	0	0	2	2	2	2	2	2	2	2	2	2	3	3	3	3	0	3	3	3	3	3	0	0	0	2	0	0	0	2	0	0	0	0	2
0	0	0	0	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	0	0	0	2	0	0	0	2	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	0	0	0	2	0	0	0	2	2	2	2	2	2
0	0	0	0	6	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	0	0	0	0	0	0	0	2	6	0	0	0	2	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	0	0	0	0	2	0	0	0	0	2	0	4	0	2
0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	0	0	0	0	2	0	0	0	0	2	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	0	0	0	0	2	0	0	0	0	2	0	0	0	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	2	2	2	2	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	2	2	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	0	0	2	2	2	0	0	0	0
2	0	0	8	0	0	0	0	0	0	0	0	4	4	4	4	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	0	0	2	2	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	0	0	2	2	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	0	0	2	2	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	2	2	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
